시군구,번지,단지명,전용면적,거래금액
경기도 부천시 소사본동,133-12,부천소사역푸르지오,59.9241,"67,000"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,84.9779,"75,000"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,84.9779,"78,000"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,59.9241,"61,000"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,84.9407,"72,000"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,122.8644,"94,500"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,59.9241,"64,400"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,122.8644,"103,700"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,84.9779,"81,500"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,59.9241,"63,500"
경기도 부천시 소사본동,403,삼성,101.82,"48,500"
경기도 부천시 소사본동,403,삼성,134.97,"55,000"
경기도 부천시 소사본동,91-68,성지,58.89,"24,000"
경기도 부천시 소사본동,91-68,성지,72.89,"25,800"
경기도 부천시 소사본동,91-68,성지,80.08,"30,000"
경기도 부천시 소사본동,91-68,성지,80.08,"35,000"
경기도 부천시 소사본동,91-68,성지,80.08,"32,400"
경기도 부천시 소사본동,91-68,성지,72.89,"29,000"
경기도 부천시 소사본동,91-68,성지,80.08,"29,900"
경기도 부천시 소사본동,91-68,성지,80.08,"35,300"
경기도 부천시 소사본동,91-68,성지,58.89,"25,500"
경기도 부천시 소사본동,78,세영타워메카,107.135,"29,000"
경기도 부천시 소사본동,78,세영타워메카,76.224,"22,800"
경기도 부천시 소사본동,78,세영타워메카,76.224,"29,500"
경기도 부천시 소사본동,78,세영타워메카,76.224,"23,400"
경기도 부천시 소사본동,78,세영타워메카,76.224,"27,700"
경기도 부천시 소사본동,151-17,센트라움,72.29,"43,600"
경기도 부천시 소사본동,151-17,센트라움,72.29,"44,000"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9841,"65,000"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9841,"66,000"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9841,"56,000"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9841,"65,500"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9841,"65,300"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9841,"64,000"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9841,"63,400"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9841,"65,000"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9841,"63,000"
경기도 부천시 소사본동,135,소사에스케이뷰,84.9087,"62,000"
경기도 부천시 소사본동,424,소새울KCC스위첸,84.82,"59,500"
경기도 부천시 소사본동,70-3,알베로하우스,37.3,"25,000"
경기도 부천시 소사본동,70-3,알베로하우스,42.5,"20,700"
경기도 부천시 소사본동,236-31,에스제이로얄팰리스아파트,76.03,"38,500"
경기도 부천시 소사본동,400-8,주공,58.14,"27,900"
경기도 부천시 소사본동,400-8,주공,58.14,"27,200"
경기도 부천시 소사본동,400-8,주공,58.14,"28,400"
경기도 부천시 소사본동,400-8,주공,58.14,"27,000"
경기도 부천시 소사본동,400-8,주공,58.14,"26,250"
경기도 부천시 소사본동,400-8,주공,58.14,"26,200"
경기도 부천시 소사본동,400-8,주공,58.14,"27,800"
경기도 부천시 소사본동,400-8,주공,58.14,"27,400"
경기도 부천시 소사본동,400-8,주공,58.14,"28,400"
경기도 부천시 소사본동,400-8,주공,58.14,"28,000"
경기도 부천시 소사본동,400-8,주공,58.14,"27,800"
경기도 부천시 소사본동,400-8,주공,58.14,"29,500"
경기도 부천시 소사본동,400-8,주공,58.14,"27,000"
경기도 부천시 소사본동,400-8,주공,58.14,"30,000"
경기도 부천시 소사본동,400-8,주공,58.14,"30,000"
경기도 부천시 소사본동,400-8,주공,58.14,"29,600"
경기도 부천시 소사본동,400-8,주공,58.14,"30,500"
경기도 부천시 소사본동,400-8,주공,58.14,"25,900"
경기도 부천시 소사본동,400-8,주공,58.14,"28,900"
경기도 부천시 소사본동,400-8,주공,58.14,"29,800"
경기도 부천시 소사본동,400-8,주공,58.14,"30,600"
경기도 부천시 소사본동,400-8,주공,58.14,"29,700"
경기도 부천시 소사본동,400-8,주공,58.14,"29,300"
경기도 부천시 소사본동,400-8,주공,58.14,"28,000"
경기도 부천시 소사본동,400-8,주공,58.14,"29,700"
경기도 부천시 소사본동,400-8,주공,58.14,"30,500"
경기도 부천시 소사본동,400-8,주공,58.14,"31,000"
경기도 부천시 소사본동,400-8,주공,58.14,"28,000"
경기도 부천시 소사본동,400-8,주공,58.14,"29,500"
경기도 부천시 소사본동,400-8,주공,37.67,"18,000"
경기도 부천시 소사본동,400-8,주공,58.14,"31,400"
경기도 부천시 소사본동,407-1,주공,59.45,"46,800"
경기도 부천시 소사본동,407-1,주공,59.45,"45,000"
경기도 부천시 소사본동,411-1,주공뜨란채,75.54,"51,200"
경기도 부천시 소사본동,411-1,주공뜨란채,75.54,"54,500"
경기도 부천시 소사본동,411-1,주공뜨란채,84.85,"63,000"
경기도 부천시 소사본동,411-1,주공뜨란채,84.85,"58,500"
경기도 부천시 소사본동,411-1,주공뜨란채,84.85,"59,000"
경기도 부천시 소사본동,411-1,주공뜨란채,84.85,"63,800"
경기도 부천시 소사본동,78-1,중앙리치빌,64.69,"22,500"
경기도 부천시 소사본동,191-3,진양,39.12,"14,800"
경기도 부천시 소사본동,191-3,진양,39.12,"16,000"
경기도 부천시 소사본동,191-3,진양,39.12,"16,000"
경기도 부천시 소사본동,400-7,청구,134.55,"55,000"
경기도 부천시 소사본동,401-7,풍림,84.77,"39,000"
경기도 부천시 소사본동,401-7,풍림,84.77,"39,500"
경기도 부천시 소사본동,401-7,풍림,84.77,"36,300"
경기도 부천시 소사본동,401-7,풍림,84.77,"40,800"
경기도 부천시 소사본동,401-7,풍림,84.77,"40,000"
경기도 부천시 소사본동,401-7,풍림,84.77,"37,000"
경기도 부천시 소사본동,401-7,풍림,84.77,"40,000"
경기도 부천시 소사본동,401-7,풍림,84.77,"43,000"
경기도 부천시 소사본동,401-7,풍림,84.77,"39,900"
경기도 부천시 소사본동,401-7,풍림,84.77,"41,000"
경기도 부천시 소사본동,401-7,풍림,84.77,"40,500"
경기도 부천시 소사본동,401-7,풍림,84.77,"43,700"
경기도 부천시 소사본동,54-4,하림골든뷰,49.5175,"32,000"
경기도 부천시 소사본동,277-12,한신,41.295,"16,000"
경기도 부천시 소사본동,277-12,한신,41.295,"17,000"
경기도 부천시 소사본동,277-12,한신,64.335,"29,000"
경기도 부천시 소사본동,277-12,한신,41.295,"16,500"
경기도 부천시 소사본동,277-12,한신,64.335,"28,800"
경기도 부천시 소사본동,277-12,한신,64.335,"30,700"
경기도 부천시 소사본동,277-12,한신,41.295,"13,500"
경기도 부천시 소사본동,277-12,한신,64.335,"29,000"
경기도 부천시 소사본동,277-12,한신,41.295,"17,000"
경기도 부천시 소사본동,277-12,한신,41.295,"17,300"
경기도 부천시 소사본동,277-12,한신,41.295,"17,000"
경기도 부천시 소사본동,75-16,한울펠리스,53.93,"29,000"
경기도 부천시 소사본동,75-16,한울펠리스,53.93,"27,800"
경기도 부천시 소사본동,75-16,한울펠리스,53.93,"30,500"
경기도 부천시 소사본동,75-16,한울펠리스,58.81,"28,600"
경기도 부천시 소사본동,75-16,한울펠리스,58.81,"28,600"
경기도 부천시 송내동,387-2,SJ성진힐스 아파트,49.68,"24,700"
경기도 부천시 송내동,339-1,건우1,58.05,"37,500"
경기도 부천시 송내동,339-1,건우1,58.05,"40,500"
경기도 부천시 송내동,339-1,건우1,58.05,"40,800"
경기도 부천시 송내동,331-4,건우2,55.8,"27,000"
경기도 부천시 송내동,368,뉴서울,84.95,"47,100"
경기도 부천시 송내동,368,뉴서울,59.97,"33,000"
경기도 부천시 송내동,368,뉴서울,84.95,"47,500"
경기도 부천시 송내동,368,뉴서울,59.97,"35,300"
경기도 부천시 송내동,368,뉴서울,123.72,"60,000"
경기도 부천시 송내동,368,뉴서울,59.97,"36,000"
경기도 부천시 송내동,368,뉴서울,59.97,"36,500"
경기도 부천시 송내동,368,뉴서울,59.97,"32,000"
경기도 부천시 송내동,368,뉴서울,123.72,"60,000"
경기도 부천시 송내동,368,뉴서울,84.95,"49,600"
경기도 부천시 송내동,368,뉴서울,84.95,"53,000"
경기도 부천시 송내동,368,뉴서울,84.95,"51,600"
경기도 부천시 송내동,368,뉴서울,84.95,"50,000"
경기도 부천시 송내동,338,대진,61.56,"44,000"
경기도 부천시 송내동,463-60,대한,84.426,"30,000"
경기도 부천시 송내동,463-60,대한,84.426,"31,000"
경기도 부천시 송내동,463-60,대한,84.86,"27,500"
경기도 부천시 송내동,463-60,대한,59.92,"23,000"
경기도 부천시 송내동,463-60,대한,59.92,"24,000"
경기도 부천시 송내동,463-60,대한,84.426,"29,800"
경기도 부천시 송내동,463-60,대한,111.705,"39,000"
경기도 부천시 송내동,463-60,대한,141.975,"44,700"
경기도 부천시 송내동,441-8,동신,72.9,"33,000"
경기도 부천시 송내동,441-8,동신,72.9,"36,400"
경기도 부천시 송내동,441-8,동신,58.59,"24,000"
경기도 부천시 송내동,441-8,동신,58.59,"25,900"
경기도 부천시 송내동,441-8,동신,72.9,"34,700"
경기도 부천시 송내동,441-8,동신,58.59,"26,050"
경기도 부천시 송내동,336-6,동신(336-6),59.76,"41,800"
경기도 부천시 송내동,336-6,동신(336-6),69.48,"45,000"
경기도 부천시 송내동,336-6,동신(336-6),69.48,"44,500"
경기도 부천시 송내동,336-6,동신(336-6),69.48,"44,100"
경기도 부천시 송내동,592-3,동아,64.13,"14,500"
경기도 부천시 송내동,304-6,뜨란채주공,84.75,"45,500"
경기도 부천시 송내동,304-6,뜨란채주공,84.75,"44,900"
경기도 부천시 송내동,304-6,뜨란채주공,84.75,"42,000"
경기도 부천시 송내동,304-6,뜨란채주공,59.99,"35,900"
경기도 부천시 송내동,304-6,뜨란채주공,59.99,"35,700"
경기도 부천시 송내동,606-2,라비앙힐스,66.14,"30,600"
경기도 부천시 송내동,606-2,라비앙힐스,66.14,"30,600"
경기도 부천시 송내동,389-8,로얄,39.12,"15,000"
경기도 부천시 송내동,456-5,부천 송내 동양 N'PART ,84.872,"41,900"
경기도 부천시 송내동,456-5,부천 송내 동양 N'PART ,84.74,"40,000"
경기도 부천시 송내동,587,부천 우방 유쉘,84.94,"44,800"
경기도 부천시 송내동,587,부천 우방 유쉘,84.94,"49,000"
경기도 부천시 송내동,405,삼우,54.81,"16,000"
경기도 부천시 송내동,580,삼익1,39.93,"16,000"
경기도 부천시 송내동,580,삼익1,62.64,"25,500"
경기도 부천시 송내동,580,삼익1,39.93,"15,000"
경기도 부천시 송내동,580,삼익1,80.69,"26,000"
경기도 부천시 송내동,580,삼익1,52.26,"16,500"
경기도 부천시 송내동,580,삼익1,39.93,"17,000"
경기도 부천시 송내동,580,삼익1,62.64,"25,000"
경기도 부천시 송내동,580,삼익1,62.64,"26,000"
경기도 부천시 송내동,580,삼익1,62.64,"26,000"
경기도 부천시 송내동,580,삼익1,80.69,"27,400"
경기도 부천시 송내동,580,삼익1,62.64,"25,500"
경기도 부천시 송내동,580,삼익1,80.69,"28,250"
경기도 부천시 송내동,580,삼익1,62.64,"25,500"
경기도 부천시 송내동,580,삼익1,62.64,"25,100"
경기도 부천시 송내동,580,삼익1,62.64,"25,100"
경기도 부천시 송내동,580,삼익1,62.64,"26,000"
경기도 부천시 송내동,580,삼익1,51.67,"16,200"
경기도 부천시 송내동,580,삼익1,51.67,"16,800"
경기도 부천시 송내동,580,삼익1,39.93,"17,500"
경기도 부천시 송내동,580,삼익1,62.64,"27,000"
경기도 부천시 송내동,580,삼익1,62.64,"27,500"
경기도 부천시 송내동,580,삼익1,39.93,"17,000"
경기도 부천시 송내동,580,삼익1,51.67,"17,000"
경기도 부천시 송내동,595,삼익2,62.64,"25,000"
경기도 부천시 송내동,595,삼익2,84.26,"28,000"
경기도 부천시 송내동,595,삼익2,62.64,"20,000"
경기도 부천시 송내동,595,삼익2,84.26,"29,200"
경기도 부천시 송내동,595,삼익2,62.64,"23,000"
경기도 부천시 송내동,339,서능,54.63,"39,000"
경기도 부천시 송내동,339,서능,54.63,"38,850"
경기도 부천시 송내동,339,서능,54.63,"39,000"
경기도 부천시 송내동,596-4,성라,40.97,"11,000"
경기도 부천시 송내동,596-4,성라,40.97,"11,000"
경기도 부천시 송내동,596-4,성라,40.97,"12,300"
경기도 부천시 송내동,596-4,성라,40.97,"12,300"
경기도 부천시 송내동,327-2,성호,59.98,"34,500"
경기도 부천시 송내동,327-2,성호,84.96,"31,000"
경기도 부천시 송내동,327-2,성호,84.96,"41,000"
경기도 부천시 송내동,327-2,성호,59.98,"34,500"
경기도 부천시 송내동,327-2,성호,59.98,"33,800"
경기도 부천시 송내동,327-2,성호,59.98,"32,000"
경기도 부천시 송내동,327-2,성호,59.98,"34,800"
경기도 부천시 송내동,327-2,성호,59.98,"33,500"
경기도 부천시 송내동,327-2,성호,84.96,"42,700"
경기도 부천시 송내동,598-3,송내 승윤 노블리안,54.31,"21,775"
경기도 부천시 송내동,463-106,송내e-편한세상,114.945,"59,000"
경기도 부천시 송내동,463-106,송내e-편한세상,114.945,"56,700"
경기도 부천시 송내동,463-106,송내e-편한세상,114.945,"59,000"
경기도 부천시 송내동,457-1,송내대우,80.675,"42,000"
경기도 부천시 송내동,457-1,송내대우,80.675,"43,000"
경기도 부천시 송내동,457-1,송내대우,58.883,"34,400"
경기도 부천시 송내동,457-1,송내대우,58.883,"34,400"
경기도 부천시 송내동,457-1,송내대우,80.675,"40,400"
경기도 부천시 송내동,457-1,송내대우,58.883,"36,500"
경기도 부천시 송내동,457-1,송내대우,58.883,"36,500"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,62.9958,"58,400"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,62.9958,"58,000"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,62.9958,"55,900"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,62.9958,"57,500"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,84.9933,"71,500"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,74.9964,"70,000"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,84.9933,"74,000"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,84.9933,"73,500"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,74.9964,"71,100"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,84.9933,"77,000"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,84.9933,"75,000"
경기도 부천시 송내동,315,송내역 파인 푸르지오 1단지,84.9933,"76,500"
경기도 부천시 송내동,315-3,송내역 파인 푸르지오 2단지,62.9958,"56,700"
경기도 부천시 송내동,315-3,송내역 파인 푸르지오 2단지,62.9609,"60,500"
경기도 부천시 송내동,315-3,송내역 파인 푸르지오 2단지,74.9964,"66,500"
경기도 부천시 송내동,315-3,송내역 파인 푸르지오 2단지,74.9964,"69,700"
경기도 부천시 송내동,315-3,송내역 파인 푸르지오 2단지,62.9609,"60,000"
경기도 부천시 송내동,315-3,송내역 파인 푸르지오 2단지,62.9958,"59,200"
경기도 부천시 송내동,315-3,송내역 파인 푸르지오 2단지,62.9958,"63,500"
경기도 부천시 송내동,409,송내자이,121.4282,"68,000"
경기도 부천시 송내동,409,송내자이,59.9442,"47,800"
경기도 부천시 송내동,409,송내자이,84.9716,"57,800"
경기도 부천시 송내동,409,송내자이,125.8831,"64,300"
경기도 부천시 송내동,409,송내자이,125.8831,"66,000"
경기도 부천시 송내동,409,송내자이,59.9442,"45,300"
경기도 부천시 송내동,409,송내자이,84.9716,"59,700"
경기도 부천시 송내동,409,송내자이,59.9442,"48,300"
경기도 부천시 송내동,409,송내자이,59.9442,"49,800"
경기도 부천시 송내동,340,우성,72.34,"40,000"
경기도 부천시 송내동,340,우성,84.91,"45,300"
경기도 부천시 송내동,340,우성,84.91,"50,000"
경기도 부천시 송내동,340,우성,72.34,"42,500"
경기도 부천시 송내동,340,우성,72.34,"40,500"
경기도 부천시 송내동,340,우성,84.91,"50,000"
경기도 부천시 송내동,340,우성,72.34,"39,000"
경기도 부천시 송내동,340,우성,84.91,"50,000"
경기도 부천시 송내동,316,욱일3,56.74,"24,500"
경기도 부천시 송내동,316,욱일3,56.74,"27,000"
경기도 부천시 송내동,316,욱일3,56.74,"24,500"
경기도 부천시 송내동,339-2,욱일4,66.12,"40,000"
경기도 부천시 송내동,367,욱일5,73.08,"40,000"
경기도 부천시 송내동,367,욱일5,69.66,"40,000"
경기도 부천시 송내동,367,욱일5,73.08,"40,700"
경기도 부천시 송내동,367,욱일5,73.08,"40,000"
경기도 부천시 송내동,367,욱일5,73.08,"42,000"
경기도 부천시 송내동,367,욱일5,73.08,"42,800"
경기도 부천시 송내동,367,욱일5,69.66,"39,700"
경기도 부천시 송내동,367,욱일5,69.66,"42,900"
경기도 부천시 송내동,377-7,중동푸르지오2차(A단지),84.96,"65,000"
경기도 부천시 송내동,377-7,중동푸르지오2차(A단지),59.82,"59,400"
경기도 부천시 송내동,378-3,중동푸르지오2차(B단지),84.96,"59,000"
경기도 부천시 송내동,378-3,중동푸르지오2차(B단지),84.96,"63,000"
경기도 부천시 송내동,378-3,중동푸르지오2차(B단지),84.96,"62,000"
경기도 부천시 송내동,568,천평대,55.2037,"19,500"
경기도 부천시 송내동,380,청실,73.62,"29,800"
경기도 부천시 송내동,380,청실,62.46,"20,500"
경기도 부천시 송내동,380,청실,62.46,"21,800"
경기도 부천시 송내동,380,청실,62.46,"20,100"
경기도 부천시 송내동,380,청실,62.46,"22,000"
경기도 부천시 송내동,380,청실,62.46,"22,000"
경기도 부천시 송내동,380,청실,62.46,"21,500"
경기도 부천시 송내동,605-20,푸르미아,74.9,"27,500"
경기도 부천시 송내동,605-20,푸르미아,59.9,"27,700"
경기도 부천시 송내동,605-20,푸르미아,59.9,"28,500"
경기도 부천시 송내동,605-20,푸르미아,59.9,"28,500"
경기도 부천시 송내동,372,푸르지오,59.8,"50,000"
경기도 부천시 송내동,372,푸르지오,84.874,"65,700"
경기도 부천시 송내동,372,푸르지오,84.874,"70,000"
경기도 부천시 송내동,372,푸르지오,59.8,"54,800"
경기도 부천시 송내동,372,푸르지오,84.874,"64,500"
경기도 부천시 송내동,372,푸르지오,59.8,"56,750"
경기도 부천시 송내동,559,푸른빌,107.6809,"49,500"
경기도 부천시 송내동,565-1,해마루플러스,66.44,"19,500"
경기도 부천시 송내동,450-1,현대,50.49,"20,700"
경기도 부천시 송내동,450-1,현대,84.92,"41,000"
경기도 부천시 송내동,450-1,현대,50.49,"20,000"
경기도 부천시 송내동,450-1,현대,43.02,"17,700"
경기도 부천시 송내동,450-1,현대,50.49,"20,000"
경기도 부천시 송내동,450-1,현대,50.49,"23,000"
경기도 부천시 송내동,450-1,현대,50.49,"20,500"
경기도 부천시 송내동,450-1,현대,50.49,"21,900"
경기도 부천시 송내동,450-1,현대,50.49,"19,800"
경기도 부천시 송내동,450-1,현대,84.92,"40,000"
경기도 부천시 송내동,450-1,현대,50.49,"24,100"
경기도 부천시 송내동,450-1,현대,43.02,"17,750"
경기도 부천시 송내동,450-1,현대,77.28,"38,000"
경기도 부천시 송내동,450-1,현대,84.92,"38,000"
경기도 부천시 송내동,336-5,현대(336-5),68.925,"52,650"
경기도 부천시 심곡동,365-13,JN 팰리스 B동,30.08,"12,600"
경기도 부천시 심곡동,131-26,JN팰리스,56.77,"25,500"
경기도 부천시 심곡동,365-14,JN펠리스 C동,35.45,"16,800"
경기도 부천시 심곡동,36-11,KS건영아느칸빌,84.7314,"34,900"
경기도 부천시 심곡동,161-5,TK 리즈빌,56.73,"32,300"
경기도 부천시 심곡동,382-6,가온팰리스,27,"13,000"
경기도 부천시 심곡동,382-6,가온팰리스,27,"14,500"
경기도 부천시 심곡동,382-6,가온팰리스,18,"10,000"
경기도 부천시 심곡동,365-8,남영라끄빌,30.02,"12,700"
경기도 부천시 심곡동,365-8,남영라끄빌,30.03,"11,500"
경기도 부천시 심곡동,349-3,노마즈하우스,14.28,"6,600"
경기도 부천시 심곡동,349-3,노마즈하우스,14.28,"7,500"
경기도 부천시 심곡동,349-3,노마즈하우스,14.28,"6,800"
경기도 부천시 심곡동,349-3,노마즈하우스,14.28,"6,450"
경기도 부천시 심곡동,458-2,다온하브,18.98,"14,400"
경기도 부천시 심곡동,458-2,다온하브,18.98,"14,400"
경기도 부천시 심곡동,458-2,다온하브,17.682,"14,100"
경기도 부천시 심곡동,458-2,다온하브,17.077,"9,500"
경기도 부천시 심곡동,458-2,다온하브,21.083,"13,000"
경기도 부천시 심곡동,458-2,다온하브,18.98,"14,500"
경기도 부천시 심곡동,458-2,다온하브,15.449,"12,000"
경기도 부천시 심곡동,458-2,다온하브,21.756,"11,000"
경기도 부천시 심곡동,458-2,다온하브,21.717,"16,000"
경기도 부천시 심곡동,458-2,다온하브,17.128,"13,100"
경기도 부천시 심곡동,458-2,다온하브,16.146,"13,000"
경기도 부천시 심곡동,391-4,대준블루온,19.08,"9,900"
경기도 부천시 심곡동,391-4,대준블루온,19.08,"9,900"
경기도 부천시 심곡동,456-11,더로얄아파트,66.66,"29,000"
경기도 부천시 심곡동,314-23,더파크힐,59.45,"32,900"
경기도 부천시 심곡동,314-23,더파크힐,60.48,"33,900"
경기도 부천시 심곡동,130-3,동영피렌체,73.28,"27,500"
경기도 부천시 심곡동,36-1,부천우림필유에듀파크,59.7435,"44,000"
경기도 부천시 심곡동,36-1,부천우림필유에듀파크,59.7435,"43,500"
경기도 부천시 심곡동,389-1,삼융,59.2966,"24,000"
경기도 부천시 심곡동,141-2,삼융그린,59.2966,"25,500"
경기도 부천시 심곡동,141-2,삼융그린,59.2966,"26,100"
경기도 부천시 심곡동,141-2,삼융그린,59.2966,"25,300"
경기도 부천시 심곡동,464-6,스카이파크,61.192,"35,500"
경기도 부천시 심곡동,464-6,스카이파크,68.551,"37,000"
경기도 부천시 심곡동,164-7,심곡베스트빌,66.59,"24,900"
경기도 부천시 심곡동,164-7,심곡베스트빌,66.59,"26,000"
경기도 부천시 심곡동,142-14,에코스마트1,13.485,"5,000"
경기도 부천시 심곡동,465-5,에코스마트2,14.43,"7,900"
경기도 부천시 심곡동,142-10,에코스마트3,12.26,"10,500"
경기도 부천시 심곡동,131-37,영동홈타운,19.93,"9,550"
경기도 부천시 심곡동,799,우민늘사랑APT,84.9635,"37,300"
경기도 부천시 심곡동,799,우민늘사랑APT,84.9635,"35,500"
경기도 부천시 심곡동,184-4,일해늘푸른,65.55,"24,800"
경기도 부천시 심곡동,184-4,일해늘푸른,65.55,"25,500"
경기도 부천시 심곡동,184-4,일해늘푸른,59.97,"24,400"
경기도 부천시 심곡동,146-3,정다운가,14.88,"7,000"
경기도 부천시 심곡동,801,태승훼미리,84.9921,"38,700"
경기도 부천시 심곡동,801,태승훼미리,84.9921,"38,700"
경기도 부천시 심곡동,465-13,테라스시티,12.63,"7,500"
경기도 부천시 심곡동,465-13,테라스시티,12.63,"8,000"
경기도 부천시 심곡동,465-13,테라스시티,12.63,"8,500"
경기도 부천시 심곡동,465-13,테라스시티,12.63,"7,500"
경기도 부천시 심곡동,465-13,테라스시티,19.88,"11,500"
경기도 부천시 심곡동,465-13,테라스시티,12.63,"7,500"
경기도 부천시 심곡동,465-13,테라스시티,12.63,"8,000"
경기도 부천시 심곡동,354-2,퍼스트팰리스,71.368,"33,300"
경기도 부천시 심곡동,800,하나리아벨주상복합,62.59,"26,500"
경기도 부천시 심곡동,800,하나리아벨주상복합,62.59,"27,000"
경기도 부천시 심곡동,800,하나리아벨주상복합,62.59,"28,000"
경기도 부천시 심곡동,800,하나리아벨주상복합,62.59,"28,000"
경기도 부천시 심곡동,458-6,하이팰리스,44.59,"23,200"
경기도 부천시 심곡동,464-1,현대비잔티움,38.79,"29,500"
경기도 부천시 심곡본동,820-2,e편한세상 부천심곡,84.99,"59,900"
경기도 부천시 심곡본동,820-2,e편한세상 부천심곡,59.97,"46,900"
경기도 부천시 심곡본동,820-2,e편한세상 부천심곡,59.99,"50,000"
경기도 부천시 심곡본동,820-2,e편한세상 부천심곡,59.97,"48,500"
경기도 부천시 심곡본동,820-2,e편한세상 부천심곡,59.97,"45,000"
경기도 부천시 심곡본동,820-2,e편한세상 부천심곡,74.83,"57,000"
경기도 부천시 심곡본동,820-2,e편한세상 부천심곡,74.78,"57,000"
경기도 부천시 심곡본동,820-2,e편한세상 부천심곡,59.97,"45,500"
경기도 부천시 심곡본동,617-127,경원APT,62.28,"12,000"
경기도 부천시 심곡본동,617-140,광희APT,37.65,"17,500"
경기도 부천시 심곡본동,620-4,금강APT(가~다동),53.29,"15,000"
경기도 부천시 심곡본동,620-4,금강APT(가~다동),69.09,"21,800"
경기도 부천시 심곡본동,659-5,대창스페이스APT,66.75,"27,500"
경기도 부천시 심곡본동,559-6,더프라임,33.06,"14,100"
경기도 부천시 심곡본동,533-4,동도 센트리움,59.67,"31,000"
경기도 부천시 심곡본동,617-11,롯데APT,84.87,"39,800"
경기도 부천시 심곡본동,617-11,롯데APT,60.89,"24,500"
경기도 부천시 심곡본동,617-11,롯데APT,60.89,"23,800"
경기도 부천시 심곡본동,617-11,롯데APT,60.89,"25,500"
경기도 부천시 심곡본동,617-11,롯데APT,60.89,"25,000"
경기도 부천시 심곡본동,617-11,롯데APT,153.01,"35,000"
경기도 부천시 심곡본동,617-11,롯데APT,84.87,"39,000"
경기도 부천시 심곡본동,783,보강센트럴빌APT(101동),66.1766,"30,000"
경기도 부천시 심곡본동,783,보강센트럴빌APT(101동),66.1766,"30,000"
경기도 부천시 심곡본동,566-1,부천극동APT,86.02,"32,000"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"25,000"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"25,000"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"25,000"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"24,900"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"24,500"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"24,000"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"24,900"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"24,900"
경기도 부천시 심곡본동,566-1,부천극동APT,107.67,"42,200"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"28,000"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"26,000"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"29,500"
경기도 부천시 심곡본동,566-1,부천극동APT,69.85,"29,500"
경기도 부천시 심곡본동,588,부천라비앙로제APT,133.82,"43,000"
경기도 부천시 심곡본동,588,부천라비앙로제APT,135.06,"48,300"
경기도 부천시 심곡본동,588,부천라비앙로제APT,135.06,"49,000"
경기도 부천시 심곡본동,560-9,부천심곡파라곤APT,154.4,"46,700"
경기도 부천시 심곡본동,560-9,부천심곡파라곤APT,154.4,"47,000"
경기도 부천시 심곡본동,560-9,부천심곡파라곤APT,182,"73,000"
경기도 부천시 심곡본동,560-9,부천심곡파라곤APT,154.4,"56,700"
경기도 부천시 심곡본동,560-9,부천심곡파라곤APT,143.87,"49,000"
경기도 부천시 심곡본동,560-9,부천심곡파라곤APT,143.87,"51,000"
경기도 부천시 심곡본동,659-2,삼성하이츠APT,84.69,"31,900"
경기도 부천시 심곡본동,576-4,삼익플라주APT,66.911,"25,000"
경기도 부천시 심곡본동,643-1,"성주APT(1,2동)",65.88,"22,000"
경기도 부천시 심곡본동,634,아남APT,63.22,"19,000"
