시군구,번지,단지명,전용면적,거래금액
경기도 부천시 상동,525-3,라일락마을(신성미소지움),59.962,"65,000"
경기도 부천시 상동,525-3,라일락마을(신성미소지움),59.962,"63,000"
경기도 부천시 상동,525-3,라일락마을(신성미소지움),59.962,"57,000"
경기도 부천시 상동,525-3,라일락마을(신성미소지움),59.962,"59,800"
경기도 부천시 상동,531-7,리파인빌,84.24,"34,500"
경기도 부천시 상동,531-7,리파인빌,84.24,"32,500"
경기도 부천시 상동,531-7,리파인빌,84.24,"34,500"
경기도 부천시 상동,531-7,리파인빌,84.24,"35,000"
경기도 부천시 상동,397,반달마을(건영),55.73,"29,350"
경기도 부천시 상동,397,반달마을(건영),59.84,"34,650"
경기도 부천시 상동,397,반달마을(건영),59.84,"34,500"
경기도 부천시 상동,397,반달마을(건영),59.84,"34,700"
경기도 부천시 상동,397,반달마을(건영),55.73,"28,700"
경기도 부천시 상동,397,반달마을(건영),59.84,"32,500"
경기도 부천시 상동,397,반달마을(건영),55.73,"30,000"
경기도 부천시 상동,397,반달마을(건영),59.76,"30,800"
경기도 부천시 상동,397,반달마을(건영),55.73,"29,800"
경기도 부천시 상동,397,반달마을(건영),59.76,"31,300"
경기도 부천시 상동,397,반달마을(건영),59.84,"33,500"
경기도 부천시 상동,397,반달마을(건영),55.73,"29,900"
경기도 부천시 상동,397,반달마을(건영),55.73,"29,800"
경기도 부천시 상동,397,반달마을(건영),39.84,"19,500"
경기도 부천시 상동,397,반달마을(건영),55.73,"29,900"
경기도 부천시 상동,397,반달마을(건영),59.76,"35,000"
경기도 부천시 상동,397,반달마을(건영),55.73,"29,500"
경기도 부천시 상동,397,반달마을(건영),55.73,"29,000"
경기도 부천시 상동,397,반달마을(건영),55.73,"28,300"
경기도 부천시 상동,397,반달마을(건영),55.73,"30,800"
경기도 부천시 상동,397,반달마을(건영),55.73,"27,300"
경기도 부천시 상동,397,반달마을(건영),39.84,"17,800"
경기도 부천시 상동,397,반달마을(건영),59.84,"35,500"
경기도 부천시 상동,397,반달마을(건영),55.73,"33,000"
경기도 부천시 상동,397,반달마을(건영),39.84,"19,700"
경기도 부천시 상동,397,반달마을(건영),55.73,"31,500"
경기도 부천시 상동,399,반달마을(극동신라),59.535,"36,800"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"20,500"
경기도 부천시 상동,399,반달마을(극동신라),59.76,"33,700"
경기도 부천시 상동,399,반달마을(극동신라),84.91,"52,600"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"20,900"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"19,500"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"21,000"
경기도 부천시 상동,399,반달마을(극동신라),84.91,"56,300"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"21,100"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"20,800"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"19,400"
경기도 부천시 상동,399,반달마을(극동신라),84.91,"53,700"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"20,500"
경기도 부천시 상동,399,반달마을(극동신라),29.95,"15,500"
경기도 부천시 상동,399,반달마을(극동신라),59.535,"41,000"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"19,950"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"20,000"
경기도 부천시 상동,399,반달마을(극동신라),59.535,"38,500"
경기도 부천시 상동,399,반달마을(극동신라),59.76,"36,000"
경기도 부천시 상동,399,반달마을(극동신라),29.95,"17,300"
경기도 부천시 상동,399,반달마을(극동신라),59.76,"34,000"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"21,000"
경기도 부천시 상동,399,반달마을(극동신라),59.535,"36,300"
경기도 부천시 상동,399,반달마을(극동신라),59.535,"32,500"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"19,900"
경기도 부천시 상동,399,반달마을(극동신라),84.91,"61,300"
경기도 부천시 상동,399,반달마을(극동신라),84.91,"50,800"
경기도 부천시 상동,399,반달마을(극동신라),59.76,"36,000"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"20,000"
경기도 부천시 상동,399,반달마을(극동신라),59.76,"38,000"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"21,000"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"19,500"
경기도 부천시 상동,399,반달마을(극동신라),29.95,"17,000"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"21,200"
경기도 부천시 상동,399,반달마을(극동신라),59.535,"35,900"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"22,000"
경기도 부천시 상동,399,반달마을(극동신라),29.95,"15,400"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"19,800"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"20,100"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"21,000"
경기도 부천시 상동,399,반달마을(극동신라),41.44,"21,700"
경기도 부천시 상동,397,반달마을(동아),50.03,"23,500"
경기도 부천시 상동,397,반달마을(동아),59.92,"30,000"
경기도 부천시 상동,397,반달마을(동아),59.92,"29,000"
경기도 부천시 상동,397,반달마을(동아),59.92,"27,700"
경기도 부천시 상동,397,반달마을(동아),50.03,"24,000"
경기도 부천시 상동,397,반달마을(동아),39.84,"17,000"
경기도 부천시 상동,397,반달마을(동아),50.03,"25,500"
경기도 부천시 상동,397,반달마을(동아),59.92,"27,000"
경기도 부천시 상동,397,반달마을(동아),59.92,"29,900"
경기도 부천시 상동,397,반달마을(동아),50.03,"24,800"
경기도 부천시 상동,397,반달마을(동아),50.03,"24,900"
경기도 부천시 상동,397,반달마을(동아),50.03,"24,800"
경기도 부천시 상동,397,반달마을(동아),59.92,"31,900"
경기도 부천시 상동,397,반달마을(동아),59.92,"27,500"
경기도 부천시 상동,397,반달마을(동아),59.92,"33,000"
경기도 부천시 상동,397,반달마을(동아),59.28,"33,000"
경기도 부천시 상동,397,반달마을(동아),59.92,"34,700"
경기도 부천시 상동,397,반달마을(동아),59.92,"32,500"
경기도 부천시 상동,397,반달마을(동아),50.03,"25,500"
경기도 부천시 상동,397,반달마을(동아),59.92,"30,000"
경기도 부천시 상동,397,반달마을(동아),59.92,"31,500"
경기도 부천시 상동,397,반달마을(동아),59.28,"27,900"
경기도 부천시 상동,397,반달마을(동아),50.03,"25,000"
경기도 부천시 상동,397,반달마을(동아),59.92,"32,950"
경기도 부천시 상동,397,반달마을(동아),50.03,"28,800"
경기도 부천시 상동,397,반달마을(동아),59.92,"33,000"
경기도 부천시 상동,397,반달마을(동아),50.03,"27,000"
경기도 부천시 상동,397,반달마을(동아),59.28,"36,800"
경기도 부천시 상동,397,반달마을(동아),39.84,"18,500"
경기도 부천시 상동,397,반달마을(동아),50.03,"26,000"
경기도 부천시 상동,397,반달마을(동아),59.92,"34,300"
경기도 부천시 상동,397,반달마을(동아),39.84,"18,500"
경기도 부천시 상동,397,반달마을(동아),50.03,"29,200"
경기도 부천시 상동,397,반달마을(동아),59.28,"34,000"
경기도 부천시 상동,397,반달마을(동아),59.28,"31,250"
경기도 부천시 상동,397,반달마을(동아),59.28,"36,000"
경기도 부천시 상동,397,반달마을(동아),59.92,"32,000"
경기도 부천시 상동,397,반달마을(동아),50.03,"27,250"
경기도 부천시 상동,397,반달마을(동아),39.84,"18,800"
경기도 부천시 상동,397,반달마을(동아),50.03,"25,000"
경기도 부천시 상동,397,반달마을(동아),50.03,"25,000"
경기도 부천시 상동,397,반달마을(동아),59.92,"39,000"
경기도 부천시 상동,397,반달마을(동아),50.03,"29,700"
경기도 부천시 상동,397,반달마을(동아),39.84,"18,000"
경기도 부천시 상동,395,반달마을(삼익),58.98,"34,500"
경기도 부천시 상동,395,반달마을(삼익),82.9,"46,500"
경기도 부천시 상동,395,반달마을(삼익),82.9,"48,000"
경기도 부천시 상동,395,반달마을(삼익),58.98,"40,000"
경기도 부천시 상동,395,반달마을(삼익),82.9,"54,000"
경기도 부천시 상동,395,반달마을(삼익),82.9,"55,000"
경기도 부천시 상동,395,반달마을(삼익),82.9,"49,800"
경기도 부천시 상동,395,반달마을(삼익),82.9,"45,000"
경기도 부천시 상동,395,반달마을(삼익),82.9,"53,000"
경기도 부천시 상동,395,반달마을(삼익),58.98,"32,000"
경기도 부천시 상동,395,반달마을(삼익),82.9,"52,000"
경기도 부천시 상동,397,반달마을(선경),59.28,"30,000"
경기도 부천시 상동,397,반달마을(선경),59.28,"29,300"
경기도 부천시 상동,397,반달마을(선경),59.92,"31,700"
경기도 부천시 상동,397,반달마을(선경),59.92,"30,500"
경기도 부천시 상동,397,반달마을(선경),59.28,"31,000"
경기도 부천시 상동,397,반달마을(선경),59.92,"30,500"
경기도 부천시 상동,397,반달마을(선경),50.03,"24,000"
경기도 부천시 상동,397,반달마을(선경),59.92,"33,000"
경기도 부천시 상동,397,반달마을(선경),50.03,"22,000"
경기도 부천시 상동,397,반달마을(선경),39.84,"19,000"
경기도 부천시 상동,397,반달마을(선경),50.03,"24,450"
경기도 부천시 상동,397,반달마을(선경),59.28,"32,900"
경기도 부천시 상동,397,반달마을(선경),59.92,"32,700"
경기도 부천시 상동,397,반달마을(선경),50.03,"23,900"
경기도 부천시 상동,397,반달마을(선경),59.92,"28,500"
경기도 부천시 상동,397,반달마을(선경),59.92,"33,800"
경기도 부천시 상동,397,반달마을(선경),39.84,"19,000"
경기도 부천시 상동,397,반달마을(선경),59.92,"32,000"
경기도 부천시 상동,397,반달마을(선경),59.92,"29,000"
경기도 부천시 상동,397,반달마을(선경),59.92,"29,600"
경기도 부천시 상동,397,반달마을(선경),59.92,"33,800"
경기도 부천시 상동,397,반달마을(선경),59.92,"32,000"
경기도 부천시 상동,397,반달마을(선경),59.92,"27,500"
경기도 부천시 상동,397,반달마을(선경),50.03,"22,400"
경기도 부천시 상동,397,반달마을(선경),50.03,"25,800"
경기도 부천시 상동,397,반달마을(선경),39.84,"18,000"
경기도 부천시 상동,397,반달마을(선경),50.03,"27,000"
경기도 부천시 상동,397,반달마을(선경),50.03,"29,800"
경기도 부천시 상동,397,반달마을(선경),39.84,"18,500"
경기도 부천시 상동,397,반달마을(선경),59.92,"32,000"
경기도 부천시 상동,397,반달마을(선경),39.84,"18,600"
경기도 부천시 상동,571-4,백송마을(동남디아망),83.84,"63,800"
경기도 부천시 상동,571-4,백송마을(동남디아망),84.48,"63,000"
경기도 부천시 상동,571-4,백송마을(동남디아망),83.84,"60,500"
경기도 부천시 상동,571-4,백송마을(동남디아망),84.48,"66,000"
경기도 부천시 상동,571-4,백송마을(동남디아망),83.84,"62,900"
경기도 부천시 상동,571-4,백송마을(동남디아망),83.84,"58,700"
경기도 부천시 상동,571-4,백송마을(동남디아망),84.48,"68,000"
경기도 부천시 상동,571-4,백송마을(동남디아망),83.84,"60,000"
경기도 부천시 상동,571-4,백송마을(동남디아망),83.84,"69,700"
경기도 부천시 상동,571-4,백송마을(동남디아망),83.84,"69,000"
경기도 부천시 상동,571-4,백송마을(동남디아망),83.84,"62,500"
경기도 부천시 상동,571-4,백송마을(동남디아망),83.84,"64,500"
경기도 부천시 상동,571-1,백송마을(상록LG),84.84,"67,000"
경기도 부천시 상동,571-1,백송마을(상록LG),84.84,"63,800"
경기도 부천시 상동,571-1,백송마을(상록LG),84.84,"70,000"
경기도 부천시 상동,571-1,백송마을(상록LG),84.84,"70,200"
경기도 부천시 상동,571-1,백송마을(상록LG),84.84,"67,800"
경기도 부천시 상동,571-1,백송마을(상록LG),84.84,"68,700"
경기도 부천시 상동,571-1,백송마을(상록LG),84.84,"68,000"
경기도 부천시 상동,571-3,백송마을(엘지에스케이),98.9986,"77,000"
경기도 부천시 상동,571-3,백송마을(엘지에스케이),126.3118,"94,000"
경기도 부천시 상동,571-3,백송마을(엘지에스케이),126.3118,"87,000"
경기도 부천시 상동,571-3,백송마을(엘지에스케이),126.3118,"118,000"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"50,000"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"51,150"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"53,000"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"53,000"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"50,800"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"50,000"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"53,000"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"53,200"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"47,500"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"56,800"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"51,300"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"55,500"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"59,000"
경기도 부천시 상동,571-6,백송마을(풍림아이원),59.997,"56,600"
경기도 부천시 상동,244-19,베르우스,69.73,"39,000"
경기도 부천시 상동,534-6,비잔티움상동,135.57,"80,000"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",134.91,"65,000"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",134.91,"65,000"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",101.88,"60,000"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",134.91,"65,000"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",101.88,"62,800"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",134.91,"69,500"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",134.91,"70,000"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",114.3,"70,000"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",134.91,"74,500"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",134.91,"72,800"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",114.3,"70,000"
경기도 부천시 상동,415,"사랑마을(벽산,선경,삼익)",114.3,"70,500"
경기도 부천시 상동,417,사랑마을(청구),134.805,"62,000"
경기도 부천시 상동,417,사랑마을(청구),134.805,"60,000"
경기도 부천시 상동,417,사랑마을(청구),134.805,"70,600"
경기도 부천시 상동,413,상동스카이뷰자이,84.9587,"82,000"
경기도 부천시 상동,413,상동스카이뷰자이,84.9815,"80,500"
경기도 부천시 상동,413,상동스카이뷰자이,84.9815,"84,000"
경기도 부천시 상동,413,상동스카이뷰자이,84.9587,"86,000"
경기도 부천시 상동,413,상동스카이뷰자이,84.9815,"84,000"
경기도 부천시 상동,413,상동스카이뷰자이,84.9587,"84,000"
경기도 부천시 상동,413,상동스카이뷰자이,84.9815,"85,000"
경기도 부천시 상동,413,상동스카이뷰자이,84.9985,"80,500"
경기도 부천시 상동,413,상동스카이뷰자이,84.9587,"83,000"
경기도 부천시 상동,413,상동스카이뷰자이,84.9587,"80,900"
경기도 부천시 상동,413,상동스카이뷰자이,84.9815,"83,500"
경기도 부천시 상동,413,상동스카이뷰자이,84.9985,"80,800"
경기도 부천시 상동,319-25,성진아파트,53.95,"27,500"
경기도 부천시 상동,319-25,성진아파트,53.95,"27,500"
경기도 부천시 상동,319-25,성진아파트,53.95,"30,800"
경기도 부천시 상동,319-25,성진아파트,53.95,"29,000"
경기도 부천시 상동,319-25,성진아파트,53.95,"31,500"
경기도 부천시 상동,531-4,스타팰리스2,75.6,"28,500"
경기도 부천시 상동,531-4,스타팰리스2,73.87,"26,000"
경기도 부천시 상동,531-4,스타팰리스2,75.6,"28,500"
경기도 부천시 상동,531-4,스타팰리스2,75.6,"31,700"
경기도 부천시 상동,531-4,스타팰리스2,75.6,"27,000"
경기도 부천시 상동,531-4,스타팰리스2,74.55,"28,900"
경기도 부천시 상동,531-4,스타팰리스2,74.55,"28,900"
경기도 부천시 상동,531-4,스타팰리스2,74.55,"31,000"
경기도 부천시 상동,531-4,스타팰리스2,74.55,"31,000"
경기도 부천시 상동,531-4,스타팰리스2,75.6,"29,500"
경기도 부천시 상동,402-3,윌타운,34.4,"7,000"
경기도 부천시 상동,402-3,윌타운,34.4,"7,000"
경기도 부천시 상동,526-4,진달래마을(대림),84.953,"63,800"
경기도 부천시 상동,526-4,진달래마을(대림),84.953,"65,000"
경기도 부천시 상동,526-4,진달래마을(대림),84.953,"60,000"
경기도 부천시 상동,526-4,진달래마을(대림),84.953,"70,000"
경기도 부천시 상동,526-4,진달래마을(대림),84.953,"75,000"
경기도 부천시 상동,526-1,진달래마을(대우),130.3698,"75,000"
경기도 부천시 상동,526-1,진달래마을(대우),130.3698,"96,500"
경기도 부천시 상동,526-1,진달래마을(대우),155.8337,"105,000"
경기도 부천시 상동,526-1,진달래마을(대우),99.5954,"77,800"
경기도 부천시 상동,526-1,진달래마을(대우),130.3698,"100,000"
경기도 부천시 상동,526-1,진달래마을(대우),130.3698,"91,500"
경기도 부천시 상동,526-1,진달래마을(대우),130.3698,"103,000"
경기도 부천시 상동,526-6,진달래마을(신동아),84.8533,"64,000"
경기도 부천시 상동,526-6,진달래마을(신동아),84.8533,"70,500"
경기도 부천시 상동,526-6,진달래마을(신동아),84.8533,"70,000"
경기도 부천시 상동,527-3,진달래마을(효성),84.98,"71,500"
경기도 부천시 상동,527-3,진달래마을(효성),84.98,"78,700"
경기도 부천시 상동,527-3,진달래마을(효성),84.98,"81,800"
경기도 부천시 상동,527-3,진달래마을(효성),84.98,"80,000"
경기도 부천시 상동,527-1,진달래마을(효성써미트빌),121.164,"96,000"
경기도 부천시 상동,527-1,진달래마을(효성써미트빌),121.164,"98,000"
경기도 부천시 상동,527-1,진달래마을(효성써미트빌),121.164,"94,000"
경기도 부천시 상동,527-1,진달래마을(효성써미트빌),101.845,"84,000"
경기도 부천시 상동,527-1,진달래마을(효성써미트빌),121.164,"104,500"
경기도 부천시 상동,527-1,진달래마을(효성써미트빌),101.845,"97,000"
경기도 부천시 상동,527-1,진달래마을(효성써미트빌),101.845,"84,000"
경기도 부천시 상동,547-1,코오롱이데아폴리스,129.76,"64,000"
경기도 부천시 상동,547-1,코오롱이데아폴리스,111.21,"59,000"
경기도 부천시 상동,547-1,코오롱이데아폴리스,105.53,"60,000"
경기도 부천시 상동,547-1,코오롱이데아폴리스,129.76,"69,000"
경기도 부천시 상동,547-1,코오롱이데아폴리스,105.53,"54,000"
경기도 부천시 상동,547-1,코오롱이데아폴리스,129.76,"69,800"
경기도 부천시 상동,551-1,푸른마을(창보),84.9641,"78,000"
경기도 부천시 상동,551-1,푸른마을(창보),84.9641,"79,700"
경기도 부천시 상동,551-1,푸른마을(창보),84.9641,"71,000"
경기도 부천시 상동,551-1,푸른마을(창보),84.9641,"80,500"
경기도 부천시 상동,551-2,푸른마을(한라),59.998,"56,900"
경기도 부천시 상동,551-2,푸른마을(한라),59.998,"55,000"
경기도 부천시 상동,551-2,푸른마을(한라),59.998,"65,500"
경기도 부천시 상동,551-2,푸른마을(한라),59.998,"65,000"
경기도 부천시 상동,551-2,푸른마을(한라),59.998,"68,300"
경기도 부천시 상동,551-2,푸른마을(한라),59.998,"69,300"
경기도 부천시 상동,551-2,푸른마을(한라),59.998,"65,000"
경기도 부천시 상동,570-5,하얀마을(경남),59.8218,"47,200"
경기도 부천시 상동,570-5,하얀마을(경남),59.8218,"52,500"
경기도 부천시 상동,570-5,하얀마을(경남),59.8218,"48,000"
경기도 부천시 상동,570-5,하얀마을(경남),59.8218,"49,500"
경기도 부천시 상동,570-5,하얀마을(경남),59.8218,"51,500"
경기도 부천시 상동,570-5,하얀마을(경남),59.8218,"49,500"
경기도 부천시 상동,570-1,하얀마을아이파크,134.462,"80,000"
경기도 부천시 상동,570-1,하얀마을아이파크,134.462,"80,000"
경기도 부천시 상동,570-1,하얀마을아이파크,101.827,"79,800"
경기도 부천시 상동,570-1,하얀마을아이파크,134.462,"84,900"
경기도 부천시 상동,570-1,하얀마을아이파크,134.462,"87,700"
경기도 부천시 상동,570-1,하얀마을아이파크,134.462,"85,000"
경기도 부천시 상동,570-1,하얀마을아이파크,134.462,"84,000"
경기도 부천시 상동,570-1,하얀마을아이파크,101.827,"82,000"
경기도 부천시 상동,570-1,하얀마을아이파크,134.703,"89,500"
경기도 부천시 상동,570-1,하얀마을아이파크,134.462,"87,800"
경기도 부천시 상동,570-1,하얀마을아이파크,134.703,"92,000"
경기도 부천시 상동,394-1,한아름마을(동원),59.4,"31,000"
경기도 부천시 상동,394-1,한아름마을(동원),59.4,"24,500"
경기도 부천시 상동,394-1,한아름마을(동원),84.97,"51,000"
경기도 부천시 상동,394-1,한아름마을(동원),59.4,"27,800"
경기도 부천시 상동,394-1,한아름마을(동원),59.4,"34,900"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"46,500"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",59.4,"32,200"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"46,500"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"51,600"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",59.4,"32,500"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"52,500"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"48,500"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"48,900"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"45,000"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"52,800"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"50,500"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",59.4,"31,800"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"54,500"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",59.4,"29,500"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"45,800"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",59.4,"33,000"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",59.4,"31,000"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",59.4,"33,000"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",59.4,"32,500"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"52,800"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"58,000"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"59,700"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",84.87,"57,700"
경기도 부천시 상동,393,"한아름마을(삼환,동아,동성)",59.4,"32,800"
경기도 부천시 상동,394,한아름마을(한국),48.18,"25,000"
경기도 부천시 상동,394,한아름마을(한국),71.82,"45,500"
경기도 부천시 상동,394,한아름마을(한국),48.18,"24,400"
경기도 부천시 상동,394,한아름마을(한국),48.18,"24,900"
경기도 부천시 상동,394,한아름마을(한국),48.18,"23,200"
경기도 부천시 상동,394,한아름마을(한국),48.18,"24,300"
경기도 부천시 상동,394,한아름마을(한국),59.1,"39,500"
경기도 부천시 상동,394,한아름마을(한국),59.1,"37,300"
경기도 부천시 상동,394,한아름마을(한국),48.18,"24,700"
경기도 부천시 상동,394,한아름마을(한국),59.1,"38,950"
경기도 부천시 상동,394,한아름마을(한국),48.18,"24,000"
경기도 부천시 상동,394,한아름마을(한국),59.1,"39,800"
경기도 부천시 상동,394,한아름마을(한국),59.1,"36,900"
경기도 부천시 상동,394,한아름마을(한국),48.18,"27,000"
경기도 부천시 상동,394,한아름마을(한국),48.18,"23,500"
경기도 부천시 상동,394,한아름마을(한국),48.18,"26,900"
경기도 부천시 상동,394,한아름마을(한국),48.18,"22,500"
경기도 부천시 상동,394,한아름마을(한국),48.18,"27,000"
경기도 부천시 상동,394,한아름마을(한국),71.82,"48,500"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",75.188,"44,400"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",59.4,"29,000"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.9,"50,000"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",59.4,"28,150"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",59.4,"26,600"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.9,"51,000"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.778,"49,900"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.778,"54,800"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",59.4,"28,100"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.778,"44,000"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.778,"53,500"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.778,"59,000"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",59.58,"37,000"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",59.4,"34,200"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",75.188,"46,800"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.778,"52,500"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.9,"48,000"
경기도 부천시 상동,392,"한아름마을(현대,라이프)",84.778,"53,500"
경기도 부천시 상동,550-1,행복한마을(금호),84.87,"72,500"
경기도 부천시 상동,550-1,행복한마을(금호),84.87,"77,750"
경기도 부천시 상동,550-1,행복한마을(금호),84.87,"69,200"
경기도 부천시 상동,550-1,행복한마을(금호),84.87,"82,000"
경기도 부천시 상동,550-1,행복한마을(금호),84.87,"82,000"
경기도 부천시 상동,550-1,행복한마을(금호),84.87,"74,000"
경기도 부천시 상동,550-1,행복한마을(금호),84.87,"80,000"
경기도 부천시 상동,550-3,행복한마을(서해),127.738,"89,000"
경기도 부천시 상동,550-3,행복한마을(서해),127.738,"127,500"
경기도 부천시 상동,550-3,행복한마을(서해),127.738,"120,000"
경기도 부천시 상동,550-3,행복한마을(서해),127.738,"105,000"
경기도 부천시 상동,550-3,행복한마을(서해),112.155,"89,900"
경기도 부천시 상동,550-7,행복한마을(한양),84.96,"74,000"
경기도 부천시 상동,550-7,행복한마을(한양),84,"74,500"
경기도 부천시 상동,550-7,행복한마을(한양),84.96,"63,000"
경기도 부천시 상동,550-7,행복한마을(한양),84.96,"70,000"
경기도 부천시 상동,550-7,행복한마을(한양),84,"70,000"
경기도 부천시 상동,550-7,행복한마을(한양),84,"74,000"
경기도 부천시 상동,550-7,행복한마을(한양),84,"77,000"
경기도 부천시 상동,550-7,행복한마을(한양),84,"68,500"
경기도 부천시 소사동,02월 26일,대화,60.48,"24,900"
경기도 부천시 소사본동,153-15,골든클래스,68.766,"36,900"
경기도 부천시 소사본동,153-15,골든클래스,68.766,"40,500"
경기도 부천시 소사본동,153-15,골든클래스,68.8576,"40,500"
경기도 부천시 소사본동,153-15,골든클래스,68.766,"38,000"
경기도 부천시 소사본동,55-3,대성,41.81,"15,150"
경기도 부천시 소사본동,55-3,대성,45.32,"15,800"
경기도 부천시 소사본동,55-2,대은팰리스뷰,59.92,"32,700"
경기도 부천시 소사본동,113-28,더베네스트,68.345,"32,000"
경기도 부천시 소사본동,403,두산,134.97,"54,000"
경기도 부천시 소사본동,403,두산,134.97,"51,000"
경기도 부천시 소사본동,403,두산,134.97,"60,000"
경기도 부천시 소사본동,403,두산,101.82,"34,000"
경기도 부천시 소사본동,112-5,로얄캐슬A동,41.59,"27,500"
경기도 부천시 소사본동,112-5,로얄캐슬A동,42.3,"26,900"
경기도 부천시 소사본동,278-5,벨라루체Ⅱ,69.92,"36,400"
경기도 부천시 소사본동,278-5,벨라루체Ⅱ,71.88,"35,900"
경기도 부천시 소사본동,278-5,벨라루체Ⅱ,65.48,"35,400"
경기도 부천시 소사본동,133-12,부천소사역푸르지오,59.9241,"65,000"
