"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210101 ~ 20210331"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 부천시"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","84.98","202102","20","65,000","13","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","84.6","202102","20","73,000","21","2017","평천로 680",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","84.92","202102","20","65,000","6","2017","평천로 680",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","159.78","202102","20","82,800","14","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","59.95","202102","22","56,750","10","2017","평천로 680",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","59.95","202102","24","57,800","7","2017","평천로 680",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","159.78","202102","26","85,800","16","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","84.6","202102","27","66,000","20","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","59.95","202103","6","52,800","4","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","119.33","202103","13","80,000","22","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","84.48","202103","15","61,000","3","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","159.78","202103","20","89,000","18","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","84.6","202103","27","61,000","10","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","84.58","202103","28","69,000","4","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","119.33","202103","30","81,000","11","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","84.58","202103","30","71,000","6","2017","평천로 680",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","119.33","202103","30","80,000","10","2017","평천로 679",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","119.33","202103","31","71,000","1","2017","평천로 680",""
"경기도 부천시 약대동","216-1","0216","0001","부천아이파크","84.6","202103","31","69,800","6","2017","평천로 679",""
"경기도 부천시 약대동","196","0196","0000","부천위브트레지움1단지","84.98","202101","9","70,800","10","2012","수도로 18",""
"경기도 부천시 약대동","196","0196","0000","부천위브트레지움1단지","84.98","202101","30","72,000","16","2012","수도로 18",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","59.98","202101","5","63,000","15","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","84.98","202101","7","69,500","15","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","59.98","202101","17","64,500","6","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","84.98","202101","27","75,000","17","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","114.98","202101","30","95,000","5","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","84.98","202102","6","81,000","18","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","84.98","202102","17","79,500","15","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","59.98","202102","18","67,500","16","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","59.98","202102","20","65,000","10","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","114.98","202102","23","82,000","8","2012","도약로 206","20210414"
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","114.98","202103","1","85,000","9","2012","도약로 206",""
"경기도 부천시 약대동","209","0209","0000","부천위브트레지움2단지","84.98","202103","2","79,700","14","2012","도약로 206",""
"경기도 부천시 약대동","119","0119","0000","우남","57.8","202101","16","18,000","10","1994","수도로48번길 9",""
"경기도 부천시 약대동","119","0119","0000","우남","57.8","202103","11","18,300","11","1994","수도로48번길 9",""
"경기도 부천시 약대동","33-4","0033","0004","현대","63.03","202102","27","32,000","4","1988","신흥로321번길 27",""
"경기도 부천시 약대동","33-4","0033","0004","현대","55.32","202103","20","27,200","1","1988","신흥로321번길 27",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","44.01","202101","4","16,300","3","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","44.01","202101","8","15,500","5","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","44.01","202101","27","16,000","2","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","41.31","202101","30","15,350","2","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","41.31","202102","5","15,800","4","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","44.01","202102","9","16,400","1","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","44.01","202102","17","17,500","4","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","41.31","202102","24","15,100","5","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","41.31","202103","22","16,900","3","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","41.31","202103","29","15,500","3","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","41.31","202103","31","15,580","1","1984","신흥로321번길 28-9",""
"경기도 부천시 약대동","169-38","0169","0038","흥립약대","44.01","202103","31","16,500","1","1984","신흥로321번길 28-9",""
"경기도 부천시 여월동","53-11","0053","0011","금보","41.32","202102","21","11,800","4","1989","성곡로63번길 54",""
"경기도 부천시 여월동","5","0005","0000","대원스카이빌","83.1124","202103","13","34,700","2","2009","성곡로69번길 6",""
"경기도 부천시 여월동","313","0313","0000","여월휴먼시아(4단지)","84.6","202101","30","85,000","11","2010","길주로561번길 124",""
"경기도 부천시 여월동","340","0340","0000","여월휴먼시아3단지","84.95","202102","17","65,000","10","2007","길주로573번길 37",""
"경기도 부천시 여월동","340","0340","0000","여월휴먼시아3단지","84.95","202103","3","79,000","2","2007","길주로573번길 37",""
"경기도 부천시 여월동","340","0340","0000","여월휴먼시아3단지","84.95","202103","17","88,000","11","2007","길주로573번길 37",""
"경기도 부천시 여월동","2-15","0002","0015","영화","57.6","202101","6","14,000","4","1990","삼작로339번길 6",""
"경기도 부천시 여월동","1-44","0001","0044","월산장미","84.81","202103","17","26,000","4","1993","성오로77번길 18",""
"경기도 부천시 역곡동","21","0021","0000","건우","46.08","202101","4","19,300","2","1983","부일로645번길 17",""
"경기도 부천시 역곡동","21","0021","0000","건우","46.08","202101","16","16,000","2","1983","부일로645번길 17",""
"경기도 부천시 역곡동","21","0021","0000","건우","43.92","202101","18","17,000","2","1983","부일로645번길 17",""
"경기도 부천시 역곡동","21","0021","0000","건우","43.92","202103","18","19,000","3","1983","부일로645번길 17",""
"경기도 부천시 역곡동","202-1","0202","0001","대림e-편한세상1차","84.97","202102","9","58,000","7","2004","지봉로143번길 7",""
"경기도 부천시 역곡동","202-1","0202","0001","대림e-편한세상1차","84.97","202103","17","56,700","2","2004","지봉로143번길 7",""
"경기도 부천시 역곡동","213","0213","0000","대림e-편한세상2차","84.9664","202103","10","59,900","11","2004","지봉로143번길 38",""
"경기도 부천시 역곡동","213","0213","0000","대림e-편한세상2차","84.9664","202103","17","57,400","6","2004","지봉로143번길 38",""
"경기도 부천시 역곡동","414","0414","0000","대명앙뜨레빌","83.103","202102","26","39,200","2","2010","지봉로45번길 16-7",""
"경기도 부천시 역곡동","213-7","0213","0007","대주파크빌","84.701","202101","23","41,700","1","2003","지봉로 153",""
"경기도 부천시 역곡동","213-7","0213","0007","대주파크빌","59.9551","202101","30","41,800","7","2003","지봉로 153",""
"경기도 부천시 역곡동","213-7","0213","0007","대주파크빌","76.0639","202103","20","41,000","13","2003","지봉로 153",""
"경기도 부천시 역곡동","213-7","0213","0007","대주파크빌","84.701","202103","26","43,000","1","2003","지봉로 153",""
"경기도 부천시 역곡동","22-1","0022","0001","대진2단지","55.08","202103","17","18,200","5","1983","부일로 645",""
"경기도 부천시 역곡동","84-2","0084","0002","덕현해밀","80.45","202102","4","38,400","3","2013","역곡로26번길 18",""
"경기도 부천시 역곡동","100-6","0100","0006","동보프리미아(100-6)","69.89","202101","20","27,236","9","2008","역곡로58번길 11",""
"경기도 부천시 역곡동","411","0411","0000","동부센트레빌3단지","74.51","202101","9","49,900","2","2006","안곡로279번길 42",""
"경기도 부천시 역곡동","411","0411","0000","동부센트레빌3단지","84.99","202101","19","60,000","4","2006","안곡로279번길 42",""
"경기도 부천시 역곡동","411","0411","0000","동부센트레빌3단지","96.5","202101","26","66,600","9","2006","안곡로279번길 42",""
"경기도 부천시 역곡동","411","0411","0000","동부센트레빌3단지","84.99","202102","22","61,800","13","2006","안곡로279번길 42",""
"경기도 부천시 역곡동","411","0411","0000","동부센트레빌3단지","120.14","202103","13","71,000","9","2006","안곡로279번길 42",""
"경기도 부천시 역곡동","247-2","0247","0002","동성","41.52","202102","22","29,490","1","1987","부일로 812",""
"경기도 부천시 역곡동","104-6","0104","0006","동화프리미아(104-6)","52.8776","202101","23","24,500","7","2014","지봉로121번길 34",""
"경기도 부천시 역곡동","409","0409","0000","부천동부센트레빌1,2단지","59.66","202102","8","45,000","2","2006","역곡로45번길 36",""
"경기도 부천시 역곡동","409","0409","0000","부천동부센트레빌1,2단지","84.99","202102","15","56,000","1","2006","역곡로45번길 36",""
"경기도 부천시 역곡동","409","0409","0000","부천동부센트레빌1,2단지","59.5","202102","16","54,600","8","2006","지봉로77번길 35",""
"경기도 부천시 역곡동","409","0409","0000","부천동부센트레빌1,2단지","84.99","202103","18","62,000","10","2006","역곡로45번길 36",""
"경기도 부천시 역곡동","243-35","0243","0035","선호(243-35)","70.98","202103","1","27,000","3","2005","부일로809번길 30",""
"경기도 부천시 역곡동","114","0114","0000","세창짜임","83.98","202102","27","49,200","4","2005","역곡로20번길 62",""
"경기도 부천시 역곡동","214-14","0214","0014","신동보","59.98","202103","19","25,000","5","2004","역곡로26번길 91",""
"경기도 부천시 역곡동","406","0406","0000","신일해피트리","59.98","202101","28","35,000","10","2005","지봉로45번길 16-11",""
"경기도 부천시 역곡동","406","0406","0000","신일해피트리","59.98","202102","19","35,300","4","2005","지봉로45번길 16-11",""
"경기도 부천시 역곡동","413","0413","0000","역곡3차한양수자인(301동)","84.684","202101","9","48,300","9","2007","부일로685번길 22",""
"경기도 부천시 역곡동","408","0408","0000","역곡5차e-편한세상","84.64","202103","8","61,000","8","2005","지봉로34번길 58",""
"경기도 부천시 역곡동","408","0408","0000","역곡5차e-편한세상","59.95","202103","11","49,500","1","2005","지봉로34번길 58",""
"경기도 부천시 역곡동","74-2","0074","0002","역곡역이편한세상","84.9858","202103","8","72,400","10","2011","역곡로19번길 26",""
"경기도 부천시 역곡동","111-1","0111","0001","우남푸르미아","82.139","202101","20","36,800","5","2005","역곡로14번길 34",""
"경기도 부천시 역곡동","111-1","0111","0001","우남푸르미아","82.139","202101","30","37,200","12","2005","역곡로14번길 34",""
"경기도 부천시 역곡동","111-1","0111","0001","우남푸르미아","82.139","202103","5","37,500","6","2005","역곡로14번길 34",""
"경기도 부천시 역곡동","202","0202","0000","우림루미아트","84.9683","202101","6","51,900","14","2004","지봉로 133",""
"경기도 부천시 역곡동","202","0202","0000","우림루미아트","107.2042","202101","7","59,100","10","2004","지봉로 133",""
"경기도 부천시 역곡동","202","0202","0000","우림루미아트","84.9683","202101","9","50,500","14","2004","지봉로 133",""
"경기도 부천시 역곡동","202","0202","0000","우림루미아트","69.3794","202101","21","48,500","8","2004","지봉로 133",""
"경기도 부천시 역곡동","202","0202","0000","우림루미아트","84.9746","202101","26","52,700","8","2004","지봉로 133",""
"경기도 부천시 역곡동","202","0202","0000","우림루미아트","69.3794","202103","27","52,300","11","2004","지봉로 133",""
"경기도 부천시 역곡동","202","0202","0000","우림루미아트","84.9746","202103","31","58,500","6","2004","지봉로 133",""
"경기도 부천시 역곡동","21-2","0021","0002","우석W","63.51","202101","23","28,200","5","2014","부일로 643",""
"경기도 부천시 역곡동","46-1","0046","0001","은성","39.18","202101","4","18,900","5","1986","부일로685번길 13",""
"경기도 부천시 역곡동","46-1","0046","0001","은성","39.18","202102","7","18,500","4","1986","부일로685번길 13",""
"경기도 부천시 역곡동","46-1","0046","0001","은성","36.69","202102","17","20,500","5","1986","부일로685번길 13",""
"경기도 부천시 역곡동","46-1","0046","0001","은성","36.69","202103","6","19,300","5","1986","부일로685번길 13",""
"경기도 부천시 역곡동","46-1","0046","0001","은성","36.69","202103","20","20,900","3","1986","부일로685번길 13",""
"경기도 부천시 역곡동","46-1","0046","0001","은성","39.18","202103","27","22,400","3","1986","부일로685번길 13",""
"경기도 부천시 역곡동","75","0075","0000","일두","55.95","202101","3","36,000","2","1983","부일로725번길 17",""
"경기도 부천시 역곡동","75","0075","0000","일두","55.95","202101","23","34,000","1","1983","부일로725번길 18",""
"경기도 부천시 역곡동","75","0075","0000","일두","42.36","202101","30","30,000","1","1983","역곡로13번길 43",""
"경기도 부천시 역곡동","75","0075","0000","일두","42.36","202103","27","29,000","3","1983","부일로725번길 17",""
"경기도 부천시 역곡동","27-107","0027","0107","진성그린(102동)","66.15","202101","13","23,500","1","2006","지봉로33번길 15",""
"경기도 부천시 역곡동","27-45","0027","0045","진성그린(104동)","42.86","202102","16","15,500","6","2007","지봉로33번길 23",""
"경기도 부천시 역곡동","111-2","0111","0002","청도포그니에","84.7","202102","8","44,500","9","2006","역곡로14번길 42",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","59.67","202101","16","33,500","13","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","134.49","202101","21","52,500","5","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","59.67","202101","23","32,000","6","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","59.67","202101","30","29,700","16","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","59.67","202101","30","33,500","18","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","59.67","202101","30","31,800","14","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","134.49","202102","1","55,000","9","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","59.67","202102","8","29,000","12","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","59.67","202102","15","33,000","9","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","84.74","202103","16","47,400","17","1996","안곡로 284",""
"경기도 부천시 역곡동","212-2","0212","0002","한국","59.67","202103","17","34,900","9","1996","안곡로 284",""
"경기도 부천시 역곡동","23-1","0023","0001","한도(1-6동)","70.141","202102","9","30,000","3","1986","부일로 653",""
"경기도 부천시 역곡동","23-1","0023","0001","한도(1-6동)","41.58","202102","20","20,000","4","1986","부일로 653",""
"경기도 부천시 역곡동","23-1","0023","0001","한도(1-6동)","44.17","202102","20","19,700","4","1986","부일로 653",""
"경기도 부천시 역곡동","23-1","0023","0001","한도(1-6동)","41.58","202103","30","18,800","5","1986","부일로 653",""
"경기도 부천시 역곡동","25-32","0025","0032","한도(7-8동)","43.12","202101","2","20,000","3","1983","부일로664번길 8",""
"경기도 부천시 역곡동","산51-18","0051","0018","현대","57.03","202101","27","18,800","4","1989","소사로300번길 141",""
"경기도 부천시 역곡동","산51-18","0051","0018","현대","48.3","202103","15","16,430","2","1989","소사로300번길 141",""
"경기도 부천시 역곡동","산51-18","0051","0018","현대","48.3","202103","18","19,450","3","1989","소사로300번길 141",""
"경기도 부천시 역곡동","77-2","0077","0002","휴캐슬","83.695","202102","5","40,800","7","2009","역곡로13번길 17",""
"경기도 부천시 역곡동","77-2","0077","0002","휴캐슬","78.34","202102","20","33,000","5","2009","역곡로13번길 17",""
"경기도 부천시 오정동","590-2","0590","0002","누리안아파트","79.16","202101","28","33,500","8","2007","상오정로7번길 43",""
"경기도 부천시 오정동","590-2","0590","0002","누리안아파트","76.64","202102","6","34,000","7","2007","상오정로7번길 43",""
"경기도 부천시 오정동","612-1","0612","0001","라이프동주1동2동","52.64","202103","2","17,300","3","1991","상오정로 28",""
"경기도 부천시 오정동","566-1","0566","0001","보화","46.32","202103","29","13,000","5","1989","상오정로19번길 12-6",""
"경기도 부천시 오정동","140-6","0140","0006","부촌4","43.4","202101","18","14,000","5","1989","성오로117번길 51",""
"경기도 부천시 오정동","547-4","0547","0004","삼두","63.72","202102","21","21,000","3","1983","오정로252번길 56-16",""
"경기도 부천시 오정동","547-4","0547","0004","삼두","43.38","202102","22","14,000","5","1983","오정로252번길 56-16","20210409"
"경기도 부천시 오정동","547-4","0547","0004","삼두","63.72","202103","4","24,700","2","1983","오정로252번길 56-16",""
"경기도 부천시 오정동","558-4","0558","0004","삼두(558-4)","51.84","202101","9","16,400","3","1983","오정로232번길 35",""
"경기도 부천시 오정동","558-4","0558","0004","삼두(558-4)","43.38","202103","3","13,700","5","1983","오정로232번길 35",""
"경기도 부천시 오정동","553-5","0553","0005","샬렛","59.91","202101","18","30,500","2","2009","오정로244번길 39-7",""
"경기도 부천시 오정동","553-5","0553","0005","샬렛","84.57","202101","25","40,000","6","2009","오정로244번길 39-7",""
"경기도 부천시 오정동","553-5","0553","0005","샬렛","59.91","202102","19","34,000","7","2009","오정로244번길 39-7",""
"경기도 부천시 오정동","553-5","0553","0005","샬렛","59.91","202103","1","33,700","4","2009","오정로244번길 39-7",""
"경기도 부천시 오정동","553-5","0553","0005","샬렛","59.91","202103","29","33,700","3","2009","오정로244번길 39-7",""
"경기도 부천시 오정동","177-1","0177","0001","세종","58.91","202103","30","27,700","3","1994","오정로252번길 23-5",""
"경기도 부천시 오정동","179","0179","0000","세종2","82.425","202101","15","39,800","2","1995","오정로252번길 41",""
"경기도 부천시 오정동","179","0179","0000","세종2","82.425","202101","21","40,000","4","1995","오정로252번길 41",""
"경기도 부천시 오정동","179","0179","0000","세종2","82.425","202101","30","39,800","6","1995","오정로252번길 41",""
"경기도 부천시 오정동","179","0179","0000","세종2","59.96","202103","21","34,000","2","1995","오정로252번길 41",""
"경기도 부천시 오정동","179","0179","0000","세종2","59.96","202103","26","32,000","5","1995","오정로252번길 41",""
"경기도 부천시 오정동","549","0549","0000","에리트","49.32","202101","26","19,700","2","1986","오정로252번길 66-15",""
"경기도 부천시 오정동","549","0549","0000","에리트","49.32","202102","27","20,800","1","1986","오정로252번길 66-15",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","84.84","202101","3","55,000","12","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","84.69","202101","5","54,300","12","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","84.84","202101","20","52,700","10","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","59.95","202101","23","41,000","5","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","84.84","202101","23","50,000","2","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","59.95","202101","24","41,000","13","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","84.69","202101","25","54,000","3","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","59.95","202101","26","42,700","8","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","84.69","202101","29","53,800","4","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","59.95","202101","29","39,800","2","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","59.95","202101","31","42,000","6","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","59.95","202102","1","42,000","7","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","84.69","202102","6","55,500","6","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","84.83","202103","1","57,500","5","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","84.69","202103","16","55,000","5","2006","오정로251번길 39",""
"경기도 부천시 오정동","717","0717","0000","오정휴먼시아1단지","59.95","202103","20","43,000","14","2006","오정로251번길 39",""
"경기도 부천시 오정동","726","0726","0000","오정휴먼시아2단지","84.69","202101","28","51,500","3","2006","오정로 253",""
"경기도 부천시 오정동","726","0726","0000","오정휴먼시아2단지","110.53","202101","28","59,500","15","2006","오정로 253",""
"경기도 부천시 오정동","726","0726","0000","오정휴먼시아2단지","84.69","202101","29","52,000","5","2006","오정로 253",""
"경기도 부천시 오정동","726","0726","0000","오정휴먼시아2단지","110.53","202101","29","64,300","5","2006","오정로 253",""
"경기도 부천시 오정동","726","0726","0000","오정휴먼시아2단지","110.53","202102","2","66,300","15","2006","오정로 253",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","6","37,900","14","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","9","38,500","5","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","16","36,800","7","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","16","40,500","15","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","17","40,500","11","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","51.47","202101","18","31,500","6","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","18","40,500","12","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","19","40,000","10","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","20","41,000","7","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","22","35,500","2","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","27","40,500","13","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","51.47","202101","27","32,500","4","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","30","39,000","2","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","30","40,900","9","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","30","40,800","6","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","51.47","202101","30","31,000","4","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202101","31","42,000","3","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202102","6","38,700","3","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","51.47","202102","8","32,000","12","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","51.47","202102","8","32,000","12","2006","오정로 289","20210303"
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","51.47","202102","10","31,300","1","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","59.95","202103","8","45,000","8","2006","오정로 289",""
"경기도 부천시 오정동","732","0732","0000","오정휴먼시아3단지","51.47","202103","27","34,500","9","2006","오정로 289",""
"경기도 부천시 오정동","565-2","0565","0002","운양","54.72","202102","26","15,400","4","1990","상오정로 37","20210413"
"경기도 부천시 오정동","565-2","0565","0002","운양","57.24","202103","26","17,900","3","1990","상오정로 37",""
"경기도 부천시 오정동","373","0373","0000","창보","78.24","202101","14","30,700","1","1999","오정로 245",""
"경기도 부천시 오정동","373","0373","0000","창보","78.24","202101","29","33,500","2","1999","오정로 245",""
"경기도 부천시 오정동","373","0373","0000","창보","78.24","202102","16","32,900","1","1999","오정로 245",""
"경기도 부천시 오정동","373","0373","0000","창보","84.81","202102","16","36,300","6","1999","오정로 245",""
"경기도 부천시 오정동","373","0373","0000","창보","78.24","202102","20","34,500","4","1999","오정로 245",""
"경기도 부천시 오정동","373","0373","0000","창보","78.24","202102","20","34,000","6","1999","오정로 245","20210324"
"경기도 부천시 오정동","373","0373","0000","창보","59.63","202102","23","29,000","1","1999","오정로 245",""
"경기도 부천시 오정동","373","0373","0000","창보","78.24","202103","3","34,700","4","1999","오정로 245",""
"경기도 부천시 오정동","373","0373","0000","창보","78.24","202103","10","34,600","4","1999","오정로 245",""
"경기도 부천시 오정동","373","0373","0000","창보","78.24","202103","11","32,300","1","1999","오정로 245",""
"경기도 부천시 오정동","373","0373","0000","창보","78.24","202103","26","34,000","6","1999","오정로 245",""
"경기도 부천시 오정동","566-2","0566","0002","청산그린","115.95","202103","4","33,500","2","2002","상오정로19번길 12-18",""
"경기도 부천시 오정동","415-4","0415","0004","효행복마을","14.638","202102","24","6,000","2","2013","오정로211번길 73",""
"경기도 부천시 오정동","415-4","0415","0004","효행복마을","14.638","202103","25","6,200","6","2013","오정로211번길 73",""
"경기도 부천시 옥길동","776-1","0776","0001","부천옥길자이","90.5684","202101","2","75,000","2","2018","범안로219번길 19","20210220"
"경기도 부천시 옥길동","776-1","0776","0001","부천옥길자이","90.5684","202101","5","79,000","22","2018","범안로219번길 19",""
"경기도 부천시 옥길동","776-1","0776","0001","부천옥길자이","90.5684","202101","8","76,700","11","2018","범안로219번길 19",""
"경기도 부천시 옥길동","776-1","0776","0001","부천옥길자이","90.5684","202101","8","75,800","10","2018","범안로219번길 19",""
"경기도 부천시 옥길동","776-1","0776","0001","부천옥길자이","90.5684","202101","10","80,500","25","2018","범안로219번길 19",""
"경기도 부천시 옥길동","776-1","0776","0001","부천옥길자이","90.5684","202101","13","80,000","19","2018","범안로219번길 19",""
"경기도 부천시 옥길동","776-1","0776","0001","부천옥길자이","90.5684","202101","23","79,000","4","2018","범안로219번길 19",""
"경기도 부천시 옥길동","776-1","0776","0001","부천옥길자이","90.5684","202101","23","75,250","2","2018","범안로219번길 19",""
