"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210101 ~ 20210331"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 부천시"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"경기도 부천시 상동","570-1","0570","0001","하얀마을아이파크","101.827","202101","14","79,800","15","2002","조마루로 84",""
"경기도 부천시 상동","570-1","0570","0001","하얀마을아이파크","134.462","202101","16","84,900","7","2002","조마루로 84","20210204"
"경기도 부천시 상동","570-1","0570","0001","하얀마을아이파크","134.462","202101","30","87,700","6","2002","조마루로 84",""
"경기도 부천시 상동","570-1","0570","0001","하얀마을아이파크","134.462","202102","4","85,000","7","2002","조마루로 84",""
"경기도 부천시 상동","570-1","0570","0001","하얀마을아이파크","134.462","202102","18","84,000","3","2002","조마루로 84",""
"경기도 부천시 상동","570-1","0570","0001","하얀마을아이파크","101.827","202102","18","82,000","15","2002","조마루로 84",""
"경기도 부천시 상동","570-1","0570","0001","하얀마을아이파크","134.703","202102","23","89,500","13","2002","조마루로 84",""
"경기도 부천시 상동","570-1","0570","0001","하얀마을아이파크","134.462","202102","27","87,800","14","2002","조마루로 84",""
"경기도 부천시 상동","570-1","0570","0001","하얀마을아이파크","134.703","202103","22","92,000","18","2002","조마루로 84",""
"경기도 부천시 상동","394-1","0394","0001","한아름마을(동원)","59.4","202101","29","31,000","7","1995","장말로 107-1",""
"경기도 부천시 상동","394-1","0394","0001","한아름마을(동원)","59.4","202102","17","24,500","1","1995","장말로 107-1",""
"경기도 부천시 상동","394-1","0394","0001","한아름마을(동원)","84.97","202102","17","51,000","2","1995","장말로 107-1",""
"경기도 부천시 상동","394-1","0394","0001","한아름마을(동원)","59.4","202102","22","27,800","1","1995","장말로 107-1",""
"경기도 부천시 상동","394-1","0394","0001","한아름마을(동원)","59.4","202103","30","34,900","3","1995","장말로 107-1",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202101","8","46,500","1","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","59.4","202101","8","32,200","11","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202101","11","46,500","2","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202101","16","51,600","5","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","59.4","202101","19","32,500","5","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202101","21","52,500","7","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202101","26","48,500","4","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202101","27","48,900","11","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202101","29","45,000","7","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202102","1","52,800","2","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202102","4","50,500","19","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","59.4","202102","6","31,800","6","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202102","6","54,500","4","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","59.4","202102","10","29,500","5","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202102","15","45,800","1","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","59.4","202102","15","33,000","6","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","59.4","202102","23","31,000","12","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","59.4","202102","25","33,000","11","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","59.4","202103","1","32,500","5","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202103","4","52,800","4","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202103","8","58,000","14","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202103","15","59,700","9","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","84.87","202103","18","57,700","15","1994","부흥로 100",""
"경기도 부천시 상동","393","0393","0000","한아름마을(삼환,동아,동성)","59.4","202103","24","32,800","15","1994","부흥로 100",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202101","7","25,000","10","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","71.82","202101","12","45,500","4","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202101","28","24,400","7","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202102","1","24,900","9","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202102","6","23,200","4","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202102","6","24,300","13","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","59.1","202102","8","39,500","7","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","59.1","202102","20","37,300","3","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202102","20","24,700","7","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","59.1","202102","22","38,950","6","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202102","23","24,000","5","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","59.1","202102","25","39,800","18","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","59.1","202102","26","36,900","8","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202103","3","27,000","8","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202103","6","23,500","15","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202103","12","26,900","14","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202103","19","22,500","1","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","48.18","202103","19","27,000","9","1996","부흥로 102",""
"경기도 부천시 상동","394","0394","0000","한아름마을(한국)","71.82","202103","24","48,500","23","1996","부흥로 102",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","75.188","202101","12","44,400","14","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","59.4","202101","15","29,000","6","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.9","202101","16","50,000","13","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","59.4","202101","23","28,150","3","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","59.4","202101","29","26,600","14","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.9","202102","6","51,000","8","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.778","202102","18","49,900","13","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.778","202102","20","54,800","15","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","59.4","202102","22","28,100","3","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.778","202102","24","44,000","1","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.778","202102","26","53,500","15","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.778","202103","10","59,000","9","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","59.58","202103","11","37,000","2","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","59.4","202103","11","34,200","14","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","75.188","202103","12","46,800","14","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.778","202103","15","52,500","6","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.9","202103","20","48,000","2","1993","장말로 71",""
"경기도 부천시 상동","392","0392","0000","한아름마을(현대,라이프)","84.778","202103","20","53,500","3","1993","장말로 71",""
"경기도 부천시 상동","550-1","0550","0001","행복한마을(금호)","84.87","202101","12","72,500","20","2002","소향로 18",""
"경기도 부천시 상동","550-1","0550","0001","행복한마을(금호)","84.87","202101","28","77,750","19","2002","소향로 18",""
"경기도 부천시 상동","550-1","0550","0001","행복한마을(금호)","84.87","202101","30","69,200","2","2002","소향로 18",""
"경기도 부천시 상동","550-1","0550","0001","행복한마을(금호)","84.87","202102","18","82,000","15","2002","소향로 18",""
"경기도 부천시 상동","550-1","0550","0001","행복한마을(금호)","84.87","202102","18","82,000","15","2002","소향로 18","20210302"
"경기도 부천시 상동","550-1","0550","0001","행복한마을(금호)","84.87","202103","2","74,000","17","2002","소향로 18",""
"경기도 부천시 상동","550-1","0550","0001","행복한마을(금호)","84.87","202103","20","80,000","7","2002","소향로 18",""
"경기도 부천시 상동","550-3","0550","0003","행복한마을(서해)","127.738","202101","7","89,000","1","2002","상동로 57",""
"경기도 부천시 상동","550-3","0550","0003","행복한마을(서해)","127.738","202102","15","127,500","13","2002","상동로 57",""
"경기도 부천시 상동","550-3","0550","0003","행복한마을(서해)","127.738","202102","17","120,000","20","2002","상동로 57",""
"경기도 부천시 상동","550-3","0550","0003","행복한마을(서해)","127.738","202102","22","105,000","1","2002","상동로 57",""
"경기도 부천시 상동","550-3","0550","0003","행복한마을(서해)","112.155","202103","5","89,900","7","2002","상동로 57",""
"경기도 부천시 상동","550-7","0550","0007","행복한마을(한양)","84.96","202101","13","74,000","19","2002","조마루로 47",""
"경기도 부천시 상동","550-7","0550","0007","행복한마을(한양)","84","202101","26","74,500","13","2002","조마루로 47",""
"경기도 부천시 상동","550-7","0550","0007","행복한마을(한양)","84.96","202102","2","63,000","22","2002","조마루로 47",""
"경기도 부천시 상동","550-7","0550","0007","행복한마을(한양)","84.96","202102","20","70,000","4","2002","조마루로 47",""
"경기도 부천시 상동","550-7","0550","0007","행복한마을(한양)","84","202103","6","70,000","1","2002","조마루로 47",""
"경기도 부천시 상동","550-7","0550","0007","행복한마을(한양)","84","202103","17","74,000","7","2002","조마루로 47",""
"경기도 부천시 상동","550-7","0550","0007","행복한마을(한양)","84","202103","21","77,000","6","2002","조마루로 47",""
"경기도 부천시 상동","550-7","0550","0007","행복한마을(한양)","84","202103","26","68,500","3","2002","조마루로 47",""
"경기도 부천시 소사동","26-2","0026","0002","대화","60.48","202103","10","24,900","3","1985","소사로300번길 22",""
"경기도 부천시 소사본동","153-15","0153","0015","골든클래스","68.766","202103","3","36,900","3","2019","소사로 204",""
"경기도 부천시 소사본동","153-15","0153","0015","골든클래스","68.766","202103","3","40,500","10","2019","소사로 204",""
"경기도 부천시 소사본동","153-15","0153","0015","골든클래스","68.8576","202103","23","40,500","3","2019","소사로 204",""
"경기도 부천시 소사본동","153-15","0153","0015","골든클래스","68.766","202103","29","38,000","2","2019","소사로 204",""
"경기도 부천시 소사본동","55-3","0055","0003","대성","41.81","202102","8","15,150","5","1987","경인옛로 97",""
"경기도 부천시 소사본동","55-3","0055","0003","대성","45.32","202103","8","15,800","1","1987","경인옛로 97",""
"경기도 부천시 소사본동","55-2","0055","0002","대은팰리스뷰","59.92","202103","11","32,700","6","2010","소안로 63",""
"경기도 부천시 소사본동","113-28","0113","0028","더베네스트","68.345","202103","26","32,000","7","2016","호현로 469",""
"경기도 부천시 소사본동","403","0403","0000","두산","134.97","202102","15","54,000","9","1995","소사로78번길 81",""
"경기도 부천시 소사본동","403","0403","0000","두산","134.97","202102","20","51,000","2","1995","소사로78번길 81",""
"경기도 부천시 소사본동","403","0403","0000","두산","134.97","202102","25","60,000","4","1995","소사로78번길 81",""
"경기도 부천시 소사본동","403","0403","0000","두산","101.82","202103","26","34,000","14","1995","소사로78번길 81",""
"경기도 부천시 소사본동","112-5","0112","0005","로얄캐슬A동","41.59","202101","23","27,500","4","2016","호현로469번길 9",""
"경기도 부천시 소사본동","112-5","0112","0005","로얄캐슬A동","42.3","202103","25","26,900","6","2016","호현로469번길 9",""
"경기도 부천시 소사본동","278-5","0278","0005","벨라루체Ⅱ","69.92","202101","17","36,400","6","2019","소사로160번길 101",""
"경기도 부천시 소사본동","278-5","0278","0005","벨라루체Ⅱ","71.88","202101","19","35,900","4","2019","소사로160번길 101",""
"경기도 부천시 소사본동","278-5","0278","0005","벨라루체Ⅱ","65.48","202101","29","35,400","6","2019","소사로160번길 101",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","59.9241","202101","2","65,000","23","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","59.9241","202101","14","67,000","25","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","84.9779","202101","16","75,000","1","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","84.9779","202101","16","78,000","7","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","59.9241","202101","27","61,000","2","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","84.9407","202101","31","72,000","1","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","122.8644","202102","6","94,500","7","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","59.9241","202102","22","64,400","2","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","122.8644","202103","8","103,700","24","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","84.9779","202103","13","81,500","3","2012","소삼로 47",""
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","59.9241","202103","24","63,500","1","2012","소삼로 47",""
"경기도 부천시 소사본동","403","0403","0000","삼성","101.82","202101","22","48,500","14","1995","소사로78번길 81",""
"경기도 부천시 소사본동","403","0403","0000","삼성","134.97","202102","6","55,000","3","1995","소사로78번길 81",""
"경기도 부천시 소사본동","91-68","0091","0068","성지","58.89","202101","2","24,000","7","1988","경인로324번길 38",""
"경기도 부천시 소사본동","91-68","0091","0068","성지","72.89","202101","4","25,800","2","1988","경인로324번길 38",""
"경기도 부천시 소사본동","91-68","0091","0068","성지","80.08","202101","30","30,000","12","1988","경인로324번길 38",""
"경기도 부천시 소사본동","91-68","0091","0068","성지","80.08","202102","6","35,000","9","1988","경인로324번길 38",""
"경기도 부천시 소사본동","91-68","0091","0068","성지","80.08","202102","16","32,400","10","1988","경인로324번길 38",""
"경기도 부천시 소사본동","91-68","0091","0068","성지","72.89","202103","9","29,000","5","1988","경인로324번길 38",""
"경기도 부천시 소사본동","91-68","0091","0068","성지","80.08","202103","18","29,900","2","1988","경인로324번길 38",""
"경기도 부천시 소사본동","91-68","0091","0068","성지","80.08","202103","21","35,300","10","1988","경인로324번길 38",""
"경기도 부천시 소사본동","91-68","0091","0068","성지","58.89","202103","24","25,500","11","1988","경인로324번길 38",""
"경기도 부천시 소사본동","78","0078","0000","세영타워메카","107.135","202101","19","29,000","7","2009","소사로247번길 19",""
"경기도 부천시 소사본동","78","0078","0000","세영타워메카","76.224","202102","2","22,800","5","2009","소사로247번길 19","20210203"
"경기도 부천시 소사본동","78","0078","0000","세영타워메카","76.224","202102","2","29,500","11","2009","소사로247번길 19",""
"경기도 부천시 소사본동","78","0078","0000","세영타워메카","76.224","202102","2","23,400","8","2009","소사로247번길 19","20210203"
"경기도 부천시 소사본동","78","0078","0000","세영타워메카","76.224","202102","20","27,700","7","2009","소사로247번길 19",""
"경기도 부천시 소사본동","151-17","0151","0017","센트라움","72.29","202101","17","43,600","7","2020","은성로37번길 27",""
"경기도 부천시 소사본동","151-17","0151","0017","센트라움","72.29","202102","10","44,000","3","2020","은성로37번길 27",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9841","202101","11","65,000","20","2004","소삼로 62",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9841","202101","15","66,000","14","2004","소삼로 62",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9841","202101","29","56,000","2","2004","소삼로 62",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9841","202102","6","65,500","5","2004","소삼로 62",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9841","202102","10","65,300","16","2004","소삼로 62",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9841","202102","22","64,000","10","2004","소삼로 62",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9841","202102","23","63,400","9","2004","소삼로 62",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9841","202103","2","65,000","17","2004","소삼로 62",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9841","202103","19","63,000","1","2004","소삼로 62",""
"경기도 부천시 소사본동","135","0135","0000","소사에스케이뷰","84.9087","202103","21","62,000","2","2004","소삼로 62",""
"경기도 부천시 소사본동","424","0424","0000","소새울KCC스위첸","84.82","202103","23","59,500","5","2012","은성로67번길 12",""
"경기도 부천시 소사본동","70-3","0070","0003","알베로하우스","37.3","202103","25","25,000","14","2016","경인로 344",""
"경기도 부천시 소사본동","70-3","0070","0003","알베로하우스","42.5","202103","25","20,700","14","2016","경인로 344",""
"경기도 부천시 소사본동","236-31","0236","0031","에스제이로얄팰리스아파트","76.03","202102","10","38,500","5","2019","소사로125번길 62",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","2","27,900","14","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","4","27,200","4","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","5","28,400","10","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","6","27,000","3","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","12","26,250","4","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","14","26,200","1","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","16","27,800","3","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","17","27,400","4","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","18","28,400","3","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","23","28,000","3","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","23","27,800","4","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","26","29,500","13","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","27","27,000","12","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","30","30,000","8","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202101","30","30,000","5","1995","소사로102번길 67",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202102","2","29,600","4","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202102","9","30,500","3","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202102","9","25,900","1","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202102","10","28,900","13","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202102","17","29,800","4","1995","소사로102번길 67",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202102","19","30,600","12","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202103","6","29,700","9","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202103","6","29,300","14","1995","소사로102번길 67",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202103","9","28,000","5","1995","소사로102번길 67",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202103","16","29,700","4","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202103","19","30,500","9","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202103","19","31,000","8","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202103","20","28,000","5","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202103","23","29,500","3","1995","소사로78번길 70",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","37.67","202103","26","18,000","3","1995","소사로102번길 67",""
"경기도 부천시 소사본동","400-8","0400","0008","주공","58.14","202103","27","31,400","5","1995","소사로78번길 70",""
"경기도 부천시 소사본동","407-1","0407","0001","주공","59.45","202101","16","46,800","16","2006","소사동로 100",""
"경기도 부천시 소사본동","407-1","0407","0001","주공","59.45","202103","15","45,000","13","2006","소사동로 100",""
"경기도 부천시 소사본동","411-1","0411","0001","주공뜨란채","75.54","202101","6","51,200","16","2006","소사동로72번길 32",""
"경기도 부천시 소사본동","411-1","0411","0001","주공뜨란채","75.54","202102","8","54,500","7","2006","소사동로72번길 32",""
"경기도 부천시 소사본동","411-1","0411","0001","주공뜨란채","84.85","202103","1","63,000","18","2006","소사동로72번길 32",""
"경기도 부천시 소사본동","411-1","0411","0001","주공뜨란채","84.85","202103","3","58,500","5","2006","소사동로72번길 32",""
"경기도 부천시 소사본동","411-1","0411","0001","주공뜨란채","84.85","202103","10","59,000","5","2006","소사동로72번길 32",""
"경기도 부천시 소사본동","411-1","0411","0001","주공뜨란채","84.85","202103","19","63,800","17","2006","소사동로72번길 32",""
"경기도 부천시 소사본동","78-1","0078","0001","중앙리치빌","64.69","202103","4","22,500","6","2004","경인옛로22번길 31",""
"경기도 부천시 소사본동","191-3","0191","0003","진양","39.12","202101","15","14,800","1","1988","호현로387번길 9",""
"경기도 부천시 소사본동","191-3","0191","0003","진양","39.12","202102","28","16,000","4","1988","호현로387번길 9",""
"경기도 부천시 소사본동","191-3","0191","0003","진양","39.12","202103","14","16,000","5","1988","호현로387번길 9",""
"경기도 부천시 소사본동","400-7","0400","0007","청구","134.55","202103","2","55,000","8","1995","소사로102번길 47",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202101","5","39,000","3","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202101","12","39,500","4","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202101","14","36,300","1","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202101","15","40,800","12","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202101","20","40,000","10","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202101","21","37,000","1","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202101","28","40,000","16","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202102","6","43,000","19","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202102","16","39,900","5","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202102","20","41,000","14","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202103","6","40,500","7","1996","소사로78번길 42",""
"경기도 부천시 소사본동","401-7","0401","0007","풍림","84.77","202103","6","43,700","15","1996","소사로78번길 42",""
"경기도 부천시 소사본동","54-4","0054","0004","하림골든뷰","49.5175","202103","12","32,000","5","2018","경인로 424",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","41.295","202101","21","16,000","11","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","41.295","202101","30","17,000","9","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","64.335","202102","3","29,000","8","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","41.295","202102","6","16,500","1","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","64.335","202102","25","28,800","11","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","64.335","202103","3","30,700","10","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","41.295","202103","8","13,500","1","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","64.335","202103","8","29,000","2","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","41.295","202103","11","17,000","10","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","41.295","202103","12","17,300","5","1984","소사로170번길 81",""
"경기도 부천시 소사본동","277-12","0277","0012","한신","41.295","202103","22","17,000","7","1984","소사로170번길 81",""
"경기도 부천시 소사본동","75-16","0075","0016","한울펠리스","53.93","202101","5","29,000","7","2016","소사로247번길 24",""
"경기도 부천시 소사본동","75-16","0075","0016","한울펠리스","53.93","202102","2","27,800","7","2016","소사로247번길 24",""
"경기도 부천시 소사본동","75-16","0075","0016","한울펠리스","53.93","202103","16","30,500","4","2016","소사로247번길 24",""
"경기도 부천시 소사본동","75-16","0075","0016","한울펠리스","58.81","202103","31","28,600","5","2016","소사로247번길 24",""
"경기도 부천시 소사본동","75-16","0075","0016","한울펠리스","58.81","202103","31","28,600","5","2016","소사로247번길 24",""
